"URI","Label","Definition","Notation","Status","AcceptedDate","skos:exactMatch"
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD05_NAC","Price index (implicit deflator), 2005=100, national currency","","PD05_NAC","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD_PCH_PRE_NAC","Price index (implicit deflator), percentage change on previous period, national currency","","PD_PCH_PRE_NAC","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD_PCH_SM_NAC","Price index (implicit deflator), percentage change compared to same period in previous year, national currency","","PD_PCH_SM_NAC","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD_EUR","Price deflator, 2010=100, euro","","PD_EUR","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD_PCH_PRE_EUR","Price index (implicit deflator), percentage change on previous period, euro","","PD_PCH_PRE_EUR","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD_PCH_SM_EUR","Price index (implicit deflator), percentage change compared to same period in previous year, euro","","PD_PCH_SM_EUR","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_MEUR_HAB","Current prices, million euro  per capita","","CP_MEUR_HAB","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_MNAC_HAB","Current prices, million units of national currency  per capita","","CP_MNAC_HAB","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_MPPS_HAB","Current prices, million PPS  per capita","","CP_MPPS_HAB","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PC_EU28_MEUR","Current prices, percentage of EU28 total (based on million euro per capita)","","CP_PC_EU28_MEUR","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PC_EU28_MPPS","Current prices, percentage of EU28 total (based on million PPS per capita)","","CP_PC_EU28_MPPS","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV05_MEUR_HAB","Chain linked volumes (2005), million euro per capita","","CLV05_MEUR_HAB","invalid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_I05_HAB","Chain linked volumes, Index 2005=100, per capita","","CLV_I05_HAB","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_I10_HAB","Chain linked volumes, Index 2010=100, per capita","","CLV_I10_HAB","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_PCH_PRE_HAB","Chain linked volumes, percentage change on previous period, per capita","","CLV_PCH_PRE_HAB","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_PCH_SM_HAB","Chain linked volumes, percentage change compared to same period in previous year, per capita","","CLV_PCH_SM_HAB","valid","2014-07-09",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CRC_MEUR","Current replacement costs, million euro","","CRC_MEUR","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CRC_MNAC","Current replacement costs, million units of national currency","","CRC_MNAC","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PYR_MNAC","Previous year replacement costs, million units of national currency","","PYR_MNAC","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PYR_MEUR","Previous year replacement costs, million euro","","PYR_MEUR","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_EU28_EUR","Percentage of EU28 total (based on GDP in CP in euro)","","PC_EU28_EUR","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_EU28_PPS","Percentage of EU28 total (based on GDP in CP in PPS)","","PC_EU28_PPS","valid","2014-07-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD10_NAC","Price index (implicit deflator), 2010=100, national currency","","PD10_NAC","valid","2014-08-06",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD10_EUR","Price index (implicit deflator), 2010=100, euro","","PD10_EUR","valid","2014-08-06",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PD05_EUR","Price index (implicit deflator), 2005=100, euro","","PD05_EUR","valid","2014-08-06",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_EUR_HAB","Current prices, euro per capita","","CP_EUR_HAB","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_NAC_HAB","Current prices, units of national currency per capita","","CP_NAC_HAB","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PPS_HAB","Current prices, purchasing power standard per capita","","CP_PPS_HAB","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PC_EU28_EUR","Current prices, percentage of EU28 total (based on euro per capita)","","CP_PC_EU28_EUR","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PC_EU28_PPS","Current prices, percentage of EU28 total (based on purchasing power standards per capita)","","CP_PC_EU28_PPS","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV05_EUR_HAB","Chain linked volumes (2005), euro per capita","","CLV05_EUR_HAB","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV10_EUR_HAB","Chain linked volumes (2010), euro per capita","","CLV10_EUR_HAB","valid","2014-08-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PPS_KGOE","Purchasing power standard (PPS) per kilogram of oil equivalent","","PPS_KGOE","valid","2014-08-29",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PPS_M3","Purchasing power standard (PPS) per cubic metre","","PPS_M3","valid","2014-08-29",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I_EU","Index, EU=100","","I_EU","valid","2014-08-29",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I_EU28","Index, EU28=100","","I_EU28","invalid","2014-08-29",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/G","Gram","","G","valid","2014-08-29",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PAS","Passenger","","PAS","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PAS","Thousand passengers","","THS_PAS","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PASF","Thousand passengers (excluding cruise passengers)","","THS_PASF","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PASC","Thousand cruise passengers starting and ending a cruise","","THS_PASC","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PASE","Thousand cruise passengers on excursion","","THS_PASE","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_CC","Percentage of enterprises buying CC services","","PC_ENT_CC","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_CCX","Percentage of enterprises not buying CC services","","PC_ENT_CCX","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_INV3SBG","Percentage of enterprises sending invoices B2BG","","PC_ENT_INV3SBG","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_RFID1","Percentage of enterprises using RFID (as of 2014)","","PC_ENT_RFID1","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_CC","Percentage of individuals who used cloud services for file storage","","PC_IND_CC","invalid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_CC_AW","Percentage of individuals who used internet, were aware of cloud services but did not use them","","PC_IND_CC_AW","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_CC_CCS","Percentage of individuals who used internet and cloud services for file saving or sharing","","PC_IND_CC_CCS","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_CC_CCSX","Percentage of individuals who used internet but not cloud services","","PC_IND_CC_CCSX","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_PRE","Growth rate on previous period (t/t-1)","","RT_PRE","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_PRE_GT","Growth rate on previous period (t/t-1) for gross tonnage of vessels","","RT_PRE_GT","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_PRE_NR","Growth rate on previous period (t/t-1) for number of vessels","","RT_PRE_NR","valid","2014-09-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_BGDP","Per billion GDP","","P_BGDP","valid","2014-10-28",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/INX","Index","","INX","valid","2014-10-28",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_5Y_CPI10_NAC","Price index - percentage change (t/t-5), based on 2010=100 and national currency","","PCH_5Y_CPI10_NAC","valid","2014-10-28",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_Y18-59","Percentage of total population aged 18-59","","PC_Y18-59","invalid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_Y_LT60","Percentage of total population aged less than 60","","PC_Y_LT60","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/INX_M","Monthly index","","INX_M","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/INX_Q","Quarterly index","","INX_Q","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/INX_A_AVG","Annual average index","","INX_A_AVG","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_BERD","Per billion euro of business enterprise expenditure on R&D (BERD)","","P_BERD","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_GERD","Per billion euro of gross domestic expenditure on R&D (GERD)","","P_GERD","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_M","Monthly rate of change","","RCH_M","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_Q","Quarterly rate of change","","RCH_Q","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_A","Annual rate of change","","RCH_A","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_A_AVG","Annual average rate of change","","RCH_A_AVG","valid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_MV12MA","Moving 12 months average rate of change","","RCH_MV12MA","invalid","2014-12-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HAB_P","Inhabitants per ...","","HAB_P","valid","2015-01-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HC_HTHAB","Head count per hundred thousand inhabitants","","HC_HTHAB","valid","2015-01-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/FTE_HTHAB","Full time equivalent per hundred thousand inhabitants","","FTE_HTHAB","valid","2015-01-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CUM_DIFF_THS","Cumulated difference in thousand","","CUM_DIFF_THS","invalid","2015-02-04",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_MV12MAVR","Moving 12 months average rate of change","","RCH_MV12MAVR","valid","2015-02-04",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KGOE_TEUR","Kilograms of oil equivalent (KGOE) per thousand euro","","KGOE_TEUR","valid","2015-02-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RTG","Rating (0-10)","","RTG","valid","2015-02-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PPCH_3Y","Percentage point change (t/t-3)","","PPCH_3Y","valid","2015-02-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_SAL_Y","Per employee in full-time equivalents, per year","","P_SAL_Y","valid","2015-03-11",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_SAL_M","Per employee in full-time equivalents, per month","","P_SAL_M","valid","2015-03-11",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_SAL_H","Per employee in full-time equivalents, per hour","","P_SAL_H","valid","2015-03-11",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_UP95","Percentage of total population - upper boundary of the 95% confidence interval","","PC_UP95","valid","2015-03-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_LW95","Percentage of total population - lower boundary of the 95% confidence interval","","PC_LW95","valid","2015-03-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GVA","Percentage of gross value added (GVA)","","PC_GVA","valid","2015-03-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/EUR_KG_CLV10","Euro per kilogram, chain linked volumes (2010)","","EUR_KG_CLV10","valid","2015-03-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_AWSELL","Percentage of enterprises with web sales","","PC_ENT_AWSELL","valid","2015-03-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_AWSELLX","Percentage of enterprises without web sales","","PC_ENT_AWSELLX","valid","2015-03-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_INC","Incidence rate","","RT_INC","valid","2015-03-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_SINC","Standardised incidence rate","","RT_SINC","valid","2015-03-25",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/GDP_BEUR","Nominal GDP in billion euro","","GDP_BEUR","valid","2015-04-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/P_MACT","Per million of active population","","P_MACT","valid","2015-04-14",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_TSCO","Percentage of total revenues from taxes and social contributions (including imputed social contributions)","","PC_TSCO","valid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_TSCO_X_ISCO","Percentage of total revenues from taxes and social contributions (excluding imputed social contributions)","","PC_TSCO_X_ISCO","valid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_MUSD","Current prices, million US dollars","","CP_MUSD","valid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PYP_MUSD","Previous year prices, million US dollars","","PYP_MUSD","valid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_I10","Constant prices, index 2010=100","","CP_I10","invalid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PCH_PRE","Constant prices, percentage change over previous period","","CP_PCH_PRE","invalid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CP_PCH_SM","Constant prices, percentage change compared to same period in previous year","","CP_PCH_SM","invalid","2015-04-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HLD","Holding","","HLD","valid","2015-04-28",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_KP00","Million euro (at constant 2000 prices)","","MEUR_KP00","valid","2015-05-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_SEAT","Thousand seats","","THS_SEAT","valid","2015-05-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KM_TKM2","Kilometres per thousand square kilometres","","KM_TKM2","valid","2015-06-12",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I12","Index, 2012=100","","I12","valid","2015-06-12",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_NSA","Million euro (NSA)","","MEUR_NSA","valid","2015-06-12",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GDP_NSA","Percentage of gross domestic product (GDP), (NSA)","","PC_GDP_NSA","valid","2015-06-12",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GDP_SWDA","Percentage of gross domestic product (GDP), (SWDA)","","PC_GDP_SWDA","invalid","2015-06-12",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_KP11","Million euro (at constant 2011 prices)","","MEUR_KP11","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_KP_PRE","Million euro (at prices of the previous year)","","MEUR_KP_PRE","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/GDP_HAB","GDP per capita","","GDP_HAB","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GDP_HAB","Percentage of gross domestic product (GDP) per capita","","PC_GDP_HAB","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GNI","Percentage of gross national income (GNI)","","PC_GNI","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_PEXP","Percentage of total public expenditure","","PC_PEXP","valid","2015-06-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CFU","Colony-forming unit (CFU)","","CFU","valid","2015-06-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KGOE","Kilogram of oil equivalent (KGOE)","","KGOE","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/TOE","Tonnes of oil equivalent (TOE)","","TOE","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/TKM","Tonne-kilometre (TKM)","","TKM","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_CD08","Cumulative difference from 2008, in thousands","","THS_CD08","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HL","Hectolitre","","HL","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KP_I10","Constant prices, index 2010=100","","KP_I10","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KP_PCH_PRE","Constant prices, percentage change on previous period","","KP_PCH_PRE","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KP_PCH_SM","Constant prices, percentage change compared to same period in previous year","","KP_PCH_SM","valid","2015-06-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PPCS_HAB_EU","Purchasing power consumption standards per inhabitant in percentage of the EU average","","PPCS_HAB_EU","valid","2015-07-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_TD","Thousand tonnes per day","","THS_TD","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PM","Per mille","","PM","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_UAA","Percentage of total utilised agricultural area","","PC_UAA","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_BUY3","Percentage of individuals who purchased online in the last 3 months","","PC_IND_BUY3","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RK","Rank","","RK","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_TEUKM","Thousand TEU-kilometres","","THS_TEUKM","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_KW","Thousand kilowatts","","THS_KW","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_JRNY","Thousand jouneys","","THS_JRNY","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_BTO","Thousand transport operations","","THS_BTO","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_TRKM","Thousand train-kilometres","","THS_TRKM","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_VESKM","Thousand vessel-kilometres","","THS_VESKM","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/NR_INV","Number of investments","","NR_INV","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/NR_COMP","Number of companies","","NR_COMP","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_SECPOL1","Percentage of enterprises with an ICT security policy (as of 2015)","","PC_ENT_SECPOL1","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_PY_MNAC","Chain linked volumes, previous year, million units of national currency","","CLV_PY_MNAC","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/CLV_PY_MEUR","Chain linked volumes, previous year, million euro","","CLV_PY_MEUR","valid","2015-12-01",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/TCO2E","Tonnes of CO2 equivalent","","TCO2E","valid","2016-01-11",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_KP05","Million euro (at constant 2005 prices)","","MEUR_KP05","valid","2016-01-21",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MNAC_KP05","Million units of national currency at constant 2005 prices","","MNAC_KP05","valid","2016-01-21",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I2010_SCA","Index, 2010=100 (SCA)","","I2010_SCA","valid","2016-01-27",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_M1_SCA","Percentage change m/m-1 (SCA)","","PCH_M1_SCA","valid","2016-01-27",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_M12_CA","Percentage change m/m-12 (CA)","","PCH_M12_CA","valid","2016-01-27",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_Q1_SCA","Percentage change q/q-1 (SCA)","","PCH_Q1_SCA","valid","2016-02-03",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_Q4_CA","Percentage change q/q-4 (CA)","","PCH_Q4_CA","valid","2016-02-03",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I2015","Index, 2015=100","","I2015","invalid","2016-02-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I15","Index, 2015=100","","I15","valid","2016-02-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT1-SCA","Percentage change (t/t-1) - seasonally and calendar adjusted data","","RT1-SCA","valid","2016-02-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT12-CA","Percentage change (t/t-12) - calendar adjusted data, not seasonally adjusted data","","RT12-CA","valid","2016-02-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_PRE_PERS_SCA","Percentage change on previous period (based on persons, SCA)","","PCH_PRE_PERS_SCA","valid","2016-02-18",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/NR_ENT","Number of enterprises","","NR_ENT","valid","2016-02-18",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MIO_EUR_SCA","Million euro (SCA)","","MIO_EUR_SCA","valid","2016-02-18",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_GDP_SCA","Percentage of gross domestic product (GDP), (SCA)","","PC_GDP_SCA","valid","2016-02-18",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/SUM_4Q","Sum of the last 4 quarters","","SUM_4Q","valid","2016-03-03",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RT_R4Q","Rolling 4-quarter growth rate","","RT_R4Q","valid","2016-03-03",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HICP2015","Harmonized consumer price index, 2015=100","","HICP2015","valid","2016-03-03",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/TCO2E_HAB","Tonnes of CO2 equivalent per capita","","TCO2E_HAB","valid","2016-03-16",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/EUR_M3_CLV10","Euro per cubic metre (Euro: chain-linked volumes, reference year 2010, at 2010 exchange rates)","","EUR_M3_CLV10","valid","2016-03-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_L","Thousand litres","","THS_L","valid","2016-03-23",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/G_HAB","Grams per capita","","G_HAB","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/G_EUR_CP","Grams per euro, current prices","","G_EUR_CP","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/G_EUR_CLV10","Grams per euro, chain linked volumes (2010)","","G_EUR_CLV10","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KG_EUR_CP","Kilograms per euro, current prices","","KG_EUR_CP","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/KG_EUR_CLV10","Kilograms per euro, chain linked volumes (2010)","","KG_EUR_CLV10","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/SGM_ESU","Standard gross margin (SGM) in economic size unit (ESU)","","SGM_ESU","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PER_SA","Thousand persons - seasonally adjusted","","THS_PER_SA","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/THS_PER_NSA","Thousand persons - not seasonally adjusted","","THS_PER_NSA","valid","2016-06-13",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_C_AVG","Cumulative average rate of change (t/t0, %)","","RCH_C_AVG","invalid","2016-08-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_S","Standardised percentage","","PC_S","valid","2016-08-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_FIXBB","Percentage of enterprises using a fixed broadband connection","","PC_ENT_FIXBB","valid","2016-08-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/HR_SAL","Hours per employee","","HR_SAL","valid","2016-09-07",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/I10_NAC_CP","Index, 2010=100, national currency, current prices","","I10_NAC_CP","valid","2016-09-26",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PCH_PRE_NAC_CP","Percentage change on previous period, national currency, current prices","","PCH_PRE_NAC_CP","valid","2016-09-26",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/IW","Item weight","","IW","invalid","2016-10-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/API","Administered price item","","API","invalid","2016-10-10",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/RCH_A_C","Compound annual rate of change","","RCH_A_C","valid","2016-10-19",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/FARM","Farm","","FARM","valid","2016-10-24",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/TOE_MEUR_PPS","Tonnes of oil equivalent (TOE) per million euro in purchasing power standards (PPS)","","TOE_MEUR_PPS","valid","2016-11-22",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/EUR_TOE","Euro per tonne of oil equivalent (TOE)","","EUR_TOE","valid","2016-11-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_ENT_ADS","Percentage of enterprises using internet ads","","PC_ENT_ADS","valid","2016-11-30",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MEUR_KP10","Million euro (at constant 2010 prices)","","MEUR_KP10","valid","2016-12-15",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/MNAC_KP10","Million units of national currency at constant 2010 prices","","MNAC_KP10","valid","2016-12-15",
"http://dd.eionet.europa.eu/vocabulary/eurostat/unit/PC_IND_IUG_TV","Percentage of individuals who used the internet on a smart TV (directly connected to the internet)","","PC_IND_IUG_TV","valid","2016-12-15",
